Gene Symbol	Description	Category	Uniprot ID	Gifts	GC Id	Relevance score	GeneCards Link
SOX2-OT	SOX2 Overlapping Transcript	RNA Gene		33	GC03P180989	0.818843126296997	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SOX2-OT
SPANXA1	Sperm Protein Associated With The Nucleus, X-Linked, Family Member A1	Protein Coding	Q9NS26	33	GC0XM141583	0.818843126296997	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPANXA1
MT-RNR2	Mitochondrially Encoded 16S RRNA	RNA Gene	Q8IVG9	31	GCMTP000953	0.818843126296997	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MT-RNR2
TCL6	T Cell Leukemia/Lymphoma 6	RNA Gene		30	GC14P095627	0.818843126296997	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCL6
MIR181C	MicroRNA 181c	RNA Gene		29	GC19P132486	0.818843126296997	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR181C
MIR95	MicroRNA 95	RNA Gene		26	GC04M008022	0.818843126296997	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR95
MIR638	MicroRNA 638	RNA Gene		22	GC19P132290	0.818843126296997	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR638
LNC-LBCS	LncRNA Bladder And Prostate Cancer Suppressor, HnRNPK Interacting	RNA Gene		19	GC06M019225	0.818843126296997	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LNC-LBCS
MIR105-2	MicroRNA 105-2	RNA Gene		17	GC0XM152394	0.818843126296997	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR105-2
PCBP2-OT1	PCBP2 Overlapping Transcript 1	RNA Gene		15	GC12P053464	0.818843126296997	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCBP2-OT1
MIR4306	MicroRNA 4306	RNA Gene		12	GC13P099643	0.818843126296997	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR4306
MIR100HG	Mir-100-Let-7a-2-Mir-125b-1 Cluster Host Gene	RNA Gene		26	GC11M134115	0.814356863498688	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR100HG
AKT3	AKT Serine/Threonine Kinase 3	Protein Coding	Q9Y243	68	GC01M243488	0.813151657581329	https://www.genecards.org/cgi-bin/carddisp.pl?gene=AKT3
MMP17	Matrix Metallopeptidase 17	Protein Coding	Q9ULZ9	56	GC12P131828	0.813151657581329	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MMP17
WNT7B	Wnt Family Member 7B	Protein Coding	P56706	55	GC22M045920	0.813151657581329	https://www.genecards.org/cgi-bin/carddisp.pl?gene=WNT7B
FZD8	Frizzled Class Receptor 8	Protein Coding	Q9H461	53	GC10M035638	0.813151657581329	https://www.genecards.org/cgi-bin/carddisp.pl?gene=FZD8
ABL1	ABL Proto-Oncogene 1, Non-Receptor Tyrosine Kinase	Protein Coding	P00519	65	GC09P130713	0.795617938041687	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABL1
CTSD	Cathepsin D	Protein Coding	P07339	65	GC11M001752	0.795617938041687	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTSD
BUB1B	BUB1 Mitotic Checkpoint Serine/Threonine Kinase B	Protein Coding	O60566	63	GC15P040161	0.795617938041687	https://www.genecards.org/cgi-bin/carddisp.pl?gene=BUB1B
HDAC9	Histone Deacetylase 9	Protein Coding	Q9UKV0	63	GC07P018086	0.795617938041687	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HDAC9
RRM1	Ribonucleotide Reductase Catalytic Subunit M1	Protein Coding	P23921	63	GC11P014203	0.795617938041687	https://www.genecards.org/cgi-bin/carddisp.pl?gene=RRM1
CAD	Carbamoyl-Phosphate Synthetase 2, Aspartate Transcarbamylase, And Dihydroorotase	Protein Coding	P27708	62	GC02P027217	0.795617938041687	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAD
CTSK	Cathepsin K	Protein Coding	P43235	62	GC01M164912	0.795617938041687	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTSK
NTRK1	Neurotrophic Receptor Tyrosine Kinase 1	Protein Coding	P04629	62	GC01P156815	0.795617938041687	https://www.genecards.org/cgi-bin/carddisp.pl?gene=NTRK1
CHRM2	Cholinergic Receptor Muscarinic 2	Protein Coding	P08172	61	GC07P136868	0.795617938041687	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHRM2
COL1A2	Collagen Type I Alpha 2 Chain	Protein Coding	P08123	61	GC07P094394	0.795617938041687	https://www.genecards.org/cgi-bin/carddisp.pl?gene=COL1A2
GRN	Granulin Precursor	Protein Coding	P28799	61	GC17P044345	0.795617938041687	https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRN
MSH2	MutS Homolog 2	Protein Coding	P43246	61	GC02P047403	0.795617938041687	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MSH2
MSH6	MutS Homolog 6	Protein Coding	P52701	61	GC02P047695	0.795617938041687	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MSH6
OPRM1	Opioid Receptor Mu 1	Protein Coding	P35372	61	GC06P163868	0.795617938041687	https://www.genecards.org/cgi-bin/carddisp.pl?gene=OPRM1
COL4A1	Collagen Type IV Alpha 1 Chain	Protein Coding	P02462	60	GC13M110148	0.795617938041687	https://www.genecards.org/cgi-bin/carddisp.pl?gene=COL4A1
CLTC	Clathrin Heavy Chain	Protein Coding	Q00610	59	GC17P059619	0.795617938041687	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLTC
MCM7	Minichromosome Maintenance Complex Component 7	Protein Coding	P33993	59	GC07M100092	0.795617938041687	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MCM7
P2RX7	Purinergic Receptor P2X 7	Protein Coding	Q99572	59	GC12P136098	0.795617938041687	https://www.genecards.org/cgi-bin/carddisp.pl?gene=P2RX7
CTPS1	CTP Synthase 1	Protein Coding	P17812	58	GC01P040979	0.795617938041687	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTPS1
GARS1	Glycyl-TRNA Synthetase 1	Protein Coding	P41250	58	GC07P030580	0.795617938041687	https://www.genecards.org/cgi-bin/carddisp.pl?gene=GARS1
MTHFD1	Methylenetetrahydrofolate Dehydrogenase, Cyclohydrolase And Formyltetrahydrofolate Synthetase 1	Protein Coding	P11586	58	GC14P064388	0.795617938041687	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTHFD1
RIPK2	Receptor Interacting Serine/Threonine Kinase 2	Protein Coding	O43353	58	GC08P089982	0.795617938041687	https://www.genecards.org/cgi-bin/carddisp.pl?gene=RIPK2
IARS1	Isoleucyl-TRNA Synthetase 1	Protein Coding	P41252	57	GC09M118065	0.795617938041687	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IARS1
NRCAM	Neuronal Cell Adhesion Molecule	Protein Coding	Q92823	57	GC07M108147	0.795617938041687	https://www.genecards.org/cgi-bin/carddisp.pl?gene=NRCAM
SF3B1	Splicing Factor 3b Subunit 1	Protein Coding	O75533	57	GC02M197453	0.795617938041687	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SF3B1
KMT2D	Lysine Methyltransferase 2D	Protein Coding	O14686	56	GC12M049018	0.795617938041687	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KMT2D
OAS1	2'-5'-Oligoadenylate Synthetase 1	Protein Coding	P00973	56	GC12P113132	0.795617938041687	https://www.genecards.org/cgi-bin/carddisp.pl?gene=OAS1
PGAM1	Phosphoglycerate Mutase 1	Protein Coding	P18669	56	GC10P097426	0.795617938041687	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PGAM1
RANBP2	RAN Binding Protein 2	Protein Coding	P49792	56	GC02P108719	0.795617938041687	https://www.genecards.org/cgi-bin/carddisp.pl?gene=RANBP2
RARS1	Arginyl-TRNA Synthetase 1	Protein Coding	P54136	56	GC05P168487	0.795617938041687	https://www.genecards.org/cgi-bin/carddisp.pl?gene=RARS1
APLNR	Apelin Receptor	Protein Coding	P35414	55	GC11M057233	0.795617938041687	https://www.genecards.org/cgi-bin/carddisp.pl?gene=APLNR
COPA	COPI Coat Complex Subunit Alpha	Protein Coding	P53621	55	GC01M160288	0.795617938041687	https://www.genecards.org/cgi-bin/carddisp.pl?gene=COPA
FHIT	Fragile Histidine Triad Diadenosine Triphosphatase	Protein Coding	P49789	55	GC03M059747	0.795617938041687	https://www.genecards.org/cgi-bin/carddisp.pl?gene=FHIT
GART	Phosphoribosylglycinamide Formyltransferase, Phosphoribosylglycinamide Synthetase, Phosphoribosylaminoimidazole Synthetase	Protein Coding	P22102	55	GC21M033503	0.795617938041687	https://www.genecards.org/cgi-bin/carddisp.pl?gene=GART
HAX1	HCLS1 Associated Protein X-1	Protein Coding	O00165	55	GC01P170399	0.795617938041687	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HAX1
MATR3	Matrin 3	Protein Coding	P43243	55	GC05P139274	0.795617938041687	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MATR3
RAB23	RAB23, Member RAS Oncogene Family	Protein Coding	Q9ULC3	55	GC06M100733	0.795617938041687	https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB23
RPN1	Ribophorin I	Protein Coding	P04843	55	GC03M128619	0.795617938041687	https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPN1
SFRP4	Secreted Frizzled Related Protein 4	Protein Coding	Q6FHJ7	55	GC07M037912	0.795617938041687	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SFRP4
SOAT1	Sterol O-Acyltransferase 1	Protein Coding	P35610	55	GC01P179298	0.795617938041687	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SOAT1
SOCS2	Suppressor Of Cytokine Signaling 2	Protein Coding	O14508	55	GC12P093569	0.795617938041687	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SOCS2
TNNT1	Troponin T1, Slow Skeletal Type	Protein Coding	P13805	55	GC19M055132	0.795617938041687	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNNT1
USF1	Upstream Transcription Factor 1	Protein Coding	P22415	55	GC01M161039	0.795617938041687	https://www.genecards.org/cgi-bin/carddisp.pl?gene=USF1
VDAC2	Voltage Dependent Anion Channel 2	Protein Coding	P45880	55	GC10P075210	0.795617938041687	https://www.genecards.org/cgi-bin/carddisp.pl?gene=VDAC2
ARHGEF12	Rho Guanine Nucleotide Exchange Factor 12	Protein Coding	Q9NZN5	54	GC11P120336	0.795617938041687	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARHGEF12
BCL3	BCL3 Transcription Coactivator	Protein Coding	P20749	54	GC19P044747	0.795617938041687	https://www.genecards.org/cgi-bin/carddisp.pl?gene=BCL3
ERO1A	Endoplasmic Reticulum Oxidoreductase 1 Alpha	Protein Coding	Q96HE7	54	GC14M052640	0.795617938041687	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERO1A
IRS4	Insulin Receptor Substrate 4	Protein Coding	O14654	54	GC0XM108720	0.795617938041687	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IRS4
NEO1	Neogenin 1	Protein Coding	Q92859	54	GC15P073051	0.795617938041687	https://www.genecards.org/cgi-bin/carddisp.pl?gene=NEO1
NR4A3	Nuclear Receptor Subfamily 4 Group A Member 3	Protein Coding	Q92570	54	GC09P099821	0.795617938041687	https://www.genecards.org/cgi-bin/carddisp.pl?gene=NR4A3
PRPF8	Pre-MRNA Processing Factor 8	Protein Coding	Q6P2Q9	54	GC17M001650	0.795617938041687	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRPF8
TRAF4	TNF Receptor Associated Factor 4	Protein Coding	Q9BUZ4	54	GC17P133237	0.795617938041687	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRAF4
CSE1L	Chromosome Segregation 1 Like	Protein Coding	P55060	53	GC20P049046	0.795617938041687	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CSE1L
GPC5	Glypican 5	Protein Coding	P78333	53	GC13P091398	0.795617938041687	https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPC5
XRN2	5'-3' Exoribonuclease 2	Protein Coding	Q9H0D6	53	GC20P021303	0.795617938041687	https://www.genecards.org/cgi-bin/carddisp.pl?gene=XRN2
ASF1B	Anti-Silencing Function 1B Histone Chaperone	Protein Coding	Q9NVP2	52	GC19M014119	0.795617938041687	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ASF1B
CDK14	Cyclin Dependent Kinase 14	Protein Coding	O94921	52	GC07P091247	0.795617938041687	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDK14
CLDN2	Claudin 2	Protein Coding	P57739	52	GC0XP106900	0.795617938041687	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLDN2
DKK3	Dickkopf WNT Signaling Pathway Inhibitor 3	Protein Coding	Q9UBP4	52	GC11M013700	0.795617938041687	https://www.genecards.org/cgi-bin/carddisp.pl?gene=DKK3
HNRNPR	Heterogeneous Nuclear Ribonucleoprotein R	Protein Coding	O43390	52	GC01M023303	0.795617938041687	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HNRNPR
IPO7	Importin 7	Protein Coding	O95373	52	GC11P009384	0.795617938041687	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IPO7
MTHFD1L	Methylenetetrahydrofolate Dehydrogenase (NADP+ Dependent) 1 Like	Protein Coding	Q6UB35	52	GC06P150865	0.795617938041687	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTHFD1L
SF3B2	Splicing Factor 3b Subunit 2	Protein Coding	Q13435	52	GC11P066050	0.795617938041687	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SF3B2
ABCF2	ATP Binding Cassette Subfamily F Member 2	Protein Coding	Q9UG63	51	GC07M151211	0.795617938041687	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABCF2
CLDN9	Claudin 9	Protein Coding	O95484	51	GC16P003012	0.795617938041687	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLDN9
ETV5	ETS Variant Transcription Factor 5	Protein Coding	P41161	51	GC03M186046	0.795617938041687	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ETV5
GBP1	Guanylate Binding Protein 1	Protein Coding	P32455	51	GC01M089052	0.795617938041687	https://www.genecards.org/cgi-bin/carddisp.pl?gene=GBP1
LRRC8A	Leucine Rich Repeat Containing 8 VRAC Subunit A	Protein Coding	Q8IWT6	51	GC09P128882	0.795617938041687	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LRRC8A
MPP1	MAGUK P55 Scaffold Protein 1	Protein Coding	Q00013	51	GC0XM154779	0.795617938041687	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MPP1
TRAIP	TRAF Interacting Protein	Protein Coding	Q9BWF2	51	GC03M054292	0.795617938041687	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRAIP
CAPRIN1	Cell Cycle Associated Protein 1	Protein Coding	Q14444	50	GC11P034051	0.795617938041687	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAPRIN1
CPSF6	Cleavage And Polyadenylation Specific Factor 6	Protein Coding	Q16630	50	GC12P069239	0.795617938041687	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CPSF6
MLLT3	MLLT3 Super Elongation Complex Subunit	Protein Coding	P42568	50	GC09M020341	0.795617938041687	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MLLT3
PKNOX1	PBX/Knotted 1 Homeobox 1	Protein Coding	P55347	50	GC21P042974	0.795617938041687	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PKNOX1
HBP1	HMG-Box Transcription Factor 1	Protein Coding	O60381	49	GC07P107168	0.795617938041687	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HBP1
IPO5	Importin 5	Protein Coding	O00410	48	GC13P097953	0.795617938041687	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IPO5
IPO4	Importin 4	Protein Coding	Q8TEX9	47	GC14M027966	0.795617938041687	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IPO4
IPO9	Importin 9	Protein Coding	Q96P70	47	GC01P201829	0.795617938041687	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IPO9
REC8	REC8 Meiotic Recombination Protein	Protein Coding	O95072	47	GC14P024171	0.795617938041687	https://www.genecards.org/cgi-bin/carddisp.pl?gene=REC8
ARB2A	ARB2 Cotranscriptional Regulator A	Protein Coding	Q8WUF8	46	GC05M093617	0.795617938041687	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARB2A
FAM111B	FAM111 Trypsin Like Peptidase B	Protein Coding	Q6SJ93	45	GC11P059107	0.795617938041687	https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAM111B
KLF9	KLF Transcription Factor 9	Protein Coding	Q13886	45	GC09M070384	0.795617938041687	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KLF9
THRAP3	Thyroid Hormone Receptor Associated Protein 3	Protein Coding	Q9Y2W1	45	GC01P061739	0.795617938041687	https://www.genecards.org/cgi-bin/carddisp.pl?gene=THRAP3
SLTM	SAFB Like Transcription Modulator	Protein Coding	Q9NWH9	44	GC15M058879	0.795617938041687	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLTM
U2SURP	U2 SnRNP Associated SURP Domain Containing	Protein Coding	O15042	43	GC03P142964	0.795617938041687	https://www.genecards.org/cgi-bin/carddisp.pl?gene=U2SURP
SERBP1	SERPINE1 MRNA Binding Protein 1	Protein Coding	Q8NC51	41	GC01M067407	0.795617938041687	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SERBP1
TEX10	Testis Expressed 10	Protein Coding	Q9NXF1	41	GC09M100302	0.795617938041687	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TEX10
CTAG1B	Cancer/Testis Antigen 1B	Protein Coding	P78358	40	GC0XM154617	0.795617938041687	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTAG1B
IGF2-AS	IGF2 Antisense RNA	RNA Gene	Q6U949	36	GC11P002140	0.795617938041687	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGF2-AS
SNHG15	Small Nucleolar RNA Host Gene 15	RNA Gene		29	GC07M045537	0.795617938041687	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNHG15
MIR345	MicroRNA 345	RNA Gene		28	GC14P100307	0.795617938041687	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR345
MIR505	MicroRNA 505	RNA Gene		27	GC0XM139924	0.795617938041687	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR505
MIR99AHG	Mir-99a-Let-7c Cluster Host Gene	RNA Gene		27	GC21P015928	0.795617938041687	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR99AHG
ST7-AS1	ST7 Antisense RNA 1	RNA Gene		26	GC07M116943	0.795617938041687	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ST7-AS1
LINC01116	Long Intergenic Non-Protein Coding RNA 1116	RNA Gene		25	GC02M176400	0.795617938041687	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC01116
MIR383	MicroRNA 383	RNA Gene		25	GC08M014853	0.795617938041687	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR383
MIR517A	MicroRNA 517a	RNA Gene		25	GC19P053712	0.795617938041687	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR517A
ZFPM2-AS1	ZFPM2 Antisense RNA 1	RNA Gene		24	GC08M105466	0.795617938041687	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZFPM2-AS1
MIR371A	MicroRNA 371a	RNA Gene		23	GC19P053787	0.795617938041687	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR371A
MIR625	MicroRNA 625	RNA Gene		23	GC14P065471	0.795617938041687	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR625
PELATON	Plaque Enriched LncRNA In Atherosclerotic And Inflammatory Bowel Macrophage Regulation	RNA Gene		22	GC20P051210	0.795617938041687	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PELATON
PRNCR1	Prostate Cancer Associated Non-Coding RNA 1	RNA Gene		22	GC08P127079	0.795617938041687	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRNCR1
ELN-AS1	ELN Antisense RNA 1	RNA Gene		21	GC07M079096	0.795617938041687	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ELN-AS1
HOXC-AS3	HOXC Cluster Antisense RNA 3	RNA Gene		21	GC12M053981	0.795617938041687	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HOXC-AS3
MIR765	MicroRNA 765	RNA Gene		21	GC01M165220	0.795617938041687	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR765
EPB41L4A-AS1	EPB41L4A Antisense RNA 1	RNA Gene		19	GC05P112160	0.795617938041687	https://www.genecards.org/cgi-bin/carddisp.pl?gene=EPB41L4A-AS1
IKBKB-DT	IKBKB Divergent Transcript	RNA Gene		19	GC08M042325	0.795617938041687	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IKBKB-DT
MIR200CHG	MIR200C And MIR141 Host Gene	RNA Gene		19	GC12P067447	0.795617938041687	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR200CHG
SNORD41	Small Nucleolar RNA, C/D Box 41	RNA Gene		18	GC19M012706	0.795617938041687	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD41
MIR1248	MicroRNA 1248	RNA Gene		16	GC03P187931	0.795617938041687	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR1248
ZSCAN16-AS1	ZSCAN16 Antisense RNA 1	RNA Gene		16	GC06M100065	0.795617938041687	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZSCAN16-AS1
KDM4A-AS1	KDM4A Antisense RNA 1	RNA Gene		15	GC01M043666	0.795617938041687	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KDM4A-AS1
LINC00106	Long Intergenic Non-Protein Coding RNA 106	RNA Gene		15	GC0XP002686	0.795617938041687	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC00106
MIR4279	MicroRNA 4279	RNA Gene		15	GC05M031936	0.795617938041687	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR4279
MIR520F	MicroRNA 520f	RNA Gene		15	GC19P053682	0.795617938041687	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR520F
ABCA9-AS1	ABCA9 Antisense RNA 1	RNA Gene		14	GC17P068944	0.795617938041687	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABCA9-AS1
MIR646	MicroRNA 646	RNA Gene		14	GC20P060308	0.795617938041687	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR646
MIR451B	MicroRNA 451b	RNA Gene		13	GC17P028861	0.795617938041687	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR451B
ENSG00000224950	Novel Transcript	RNA Gene		10	GC01M116494	0.795617938041687	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000224950
IKBKE	Inhibitor Of Nuclear Factor Kappa B Kinase Subunit Epsilon	Protein Coding	Q14164	58	GC01P206470	0.789926469326019	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IKBKE
ARAP1	ArfGAP With RhoGAP Domain, Ankyrin Repeat And PH Domain 1	Protein Coding	Q96P48	51	GC11M133054	0.789926469326019	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARAP1
TLR4	Toll Like Receptor 4	Protein Coding	O00206	64	GC09P117704	0.784733891487122	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TLR4
NUMB	NUMB Endocytic Adaptor Protein	Protein Coding	P49757	58	GC14M073275	0.784733891487122	https://www.genecards.org/cgi-bin/carddisp.pl?gene=NUMB
THY1-AS1	THY1 Antisense RNA 1	RNA Gene		17	GC11P124282	0.781045138835907	https://www.genecards.org/cgi-bin/carddisp.pl?gene=THY1-AS1
EP300	E1A Binding Protein P300	Protein Coding	Q09472	65	GC22P081600	0.777151763439178	https://www.genecards.org/cgi-bin/carddisp.pl?gene=EP300
HK1	Hexokinase 1	Protein Coding	P19367	63	GC10P069269	0.769928336143494	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HK1
TFRC	Transferrin Receptor	Protein Coding	P02786	63	GC03M196576	0.769928336143494	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TFRC
